"","Substance","func","size_class","layer","time","cell_type_general","species","assay","type","media","dose","model_2_values","bmd_id"
"160","eYA4B4iC",NA,"1XWHdme1",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","yZzgywzF","5ROBC8QM",100,18.5846599605195,6055
"161","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",10,91.0337184398782,6068
"162","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",20,87.0595501788582,6068
"163","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",30,83.6516575636881,6068
"164","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",40,80.810040594368,6068
"165","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",50,78.5346992708977,6068
"166","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",60,76.8256335932773,6068
"167","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",70,75.6828435615068,6068
"168","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",80,75.1063291755862,6068
"169","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",90,75.0960904355155,6068
"170","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",100,75.6521273412948,6068
"171","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",10,86.0084334332766,6069
"172","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",20,80.7687461068242,6069
"173","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",30,76.3113298993487,6069
"174","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",40,72.63618481085,6069
"175","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",50,69.7433108413282,6069
"176","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",60,67.6327079907832,6069
"177","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",70,66.3043762592151,6069
"178","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",80,65.7583156466239,6069
"179","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",90,65.9945261530095,6069
"180","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",100,67.013007778372,6069
"181","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",10,81.0019139043295,6070
"182","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",20,74.3113605165137,6070
"183","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",30,68.719163745033,6070
"184","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",40,64.2253235898876,6070
"185","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",50,60.8298400510773,6070
"186","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",60,58.5327131286023,6070
"187","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",70,57.3339428224624,6070
"188","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",80,57.2335291326577,6070
"189","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",90,58.2314720591883,6070
"190","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",100,60.327771602054,6070
"191","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",10,69.4680883228773,6071
"192","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",20,62.8705909026004,6071
"193","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",30,57.3588099586774,6071
"194","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",40,52.9327454911083,6071
"195","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",50,49.5923974998931,6071
"196","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",60,47.3377659850317,6071
"197","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",70,46.1688509465242,6071
"198","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",80,46.0856523843706,6071
"199","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",90,47.0881702985709,6071
"200","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","5ROBC8QM",100,49.176404689125,6071
"201","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",10,100.066719657994,6072
"202","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",20,100.172673259312,6072
"203","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",30,100.170527901202,6072
"204","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",40,100.060283583664,6072
"205","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",50,99.8419403066982,6072
"206","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",60,99.5154980703041,6072
"207","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",70,99.0809568744819,6072
"208","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",80,98.5383167192316,6072
"209","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",90,97.8875776045531,6072
"210","QKZn1yzA",NA,"YyZvyFTy",1,3,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",100,97.1287395304466,6072
"211","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",10,98.5838833218811,6073
"212","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",20,96.3079573657746,6073
"213","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",30,94.2636726933925,6073
"214","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",40,92.4510293047348,6073
"215","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",50,90.8700271998015,6073
"216","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",60,89.5206663785926,6073
"217","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",70,88.4029468411082,6073
"218","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",80,87.5168685873481,6073
"219","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",90,86.8624316173125,6073
"220","QKZn1yzA",NA,"YyZvyFTy",1,6,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",100,86.4396359310013,6073
"221","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",10,95.2360656508818,6074
"222","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",20,92.2526374086262,6074
"223","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",30,89.6859911284799,6074
"224","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",40,87.5361268104431,6074
"225","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",50,85.8030444545157,6074
"226","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",60,84.4867440606978,6074
"227","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",70,83.5872256289893,6074
"228","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",80,83.1044891593903,6074
"229","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",90,83.0385346519006,6074
"230","QKZn1yzA",NA,"YyZvyFTy",1,24,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",100,83.3893621065205,6074
"231","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",10,93.8049229795817,6075
"232","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",20,89.9597399218844,6075
"233","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",30,86.6550725481673,6075
"234","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",40,83.8909208584305,6075
"235","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",50,81.6672848526741,6075
"236","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",60,79.9841645308979,6075
"237","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",70,78.8415598931021,6075
"238","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",80,78.2394709392865,6075
"239","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",90,78.1778976694513,6075
"240","QKZn1yzA",NA,"YyZvyFTy",1,48,"wINVDlE4","w15ouKhY","gAPefpxF","JS8n0pw8","SKQGslHu",100,78.6568400835963,6075
"241","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",10,83.9545544260531,6076
"242","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",20,77.9135364675728,6076
"243","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",30,72.7694667412604,6076
"244","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",40,68.522345247116,6076
"245","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",50,65.1721719851395,6076
"246","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",60,62.7189469553309,6076
"247","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",70,61.1626701576902,6076
"248","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",80,60.5033415922175,6076
"249","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",90,60.7409612589126,6076
"250","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",100,61.8755291577757,6076
"251","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",10,74.9931713794325,6077
"252","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",20,68.9318102080977,6077
"253","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",30,63.8297054560194,6077
"254","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",40,59.6868571231974,6077
"255","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",50,56.5032652096318,6077
"256","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",60,54.2789297153225,6077
"257","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",70,53.0138506402697,6077
"258","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",80,52.7080279844732,6077
"259","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",90,53.3614617479332,6077
"260","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",100,54.9741519306495,6077
"261","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",10,69.9154925143988,6078
"262","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",20,63.4862110573975,6078
"263","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",30,57.9847751986988,6078
"264","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",40,53.4111849383026,6078
"265","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",50,49.7654402762089,6078
"266","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",60,47.0475412124177,6078
"267","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",70,45.2574877469291,6078
"268","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",80,44.395279879743,6078
"269","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",90,44.4609176108594,6078
"270","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",100,45.4544009402783,6078
"271","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",10,60.2815206456131,6079
"272","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",20,53.2590189584555,6079
"273","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",30,47.2889905465365,6079
"274","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",40,42.3714354098561,6079
"275","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",50,38.5063535484142,6079
"276","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",60,35.693744962211,6079
"277","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",70,33.9336096512463,6079
"278","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",80,33.2259476155202,6079
"279","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",90,33.5707588550327,6079
"280","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","5ROBC8QM",100,34.9680433697838,6079
"281","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",10,93.3607487281658,6080
"282","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",20,91.2036435152841,6080
"283","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",30,89.2670538523922,6080
"284","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",40,87.5509797394904,6080
"285","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",50,86.0554211765785,6080
"286","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",60,84.7803781636566,6080
"287","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",70,83.7258507007246,6080
"288","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",80,82.8918387877826,6080
"289","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",90,82.2783424248306,6080
"290","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",100,81.8853616118685,6080
"291","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",10,88.4377692174657,6081
"292","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",20,84.8422614858459,6081
"293","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",30,81.6934356657304,6081
"294","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",40,78.9912917571193,6081
"295","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",50,76.7358297600125,6081
"296","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",60,74.9270496744101,6081
"297","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",70,73.5649515003121,6081
"298","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",80,72.6495352377184,6081
"299","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",90,72.1808008866291,6081
"300","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",100,72.1587484470442,6081
"301","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",10,84.2511528537242,6082
"302","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",20,79.2854119584287,6082
"303","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",30,75.0825281509939,6082
"304","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",40,71.6425014314199,6082
"305","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",50,68.9653317997067,6082
"306","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",60,67.0510192558542,6082
"307","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",70,65.8995637998626,6082
"308","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",80,65.5109654317317,6082
"309","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",90,65.8852241514616,6082
"310","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",100,67.0223399590523,6082
"311","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",10,77.9782297597595,6083
"312","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",20,72.23463764632,6083
"313","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",30,67.3007078950241,6083
"314","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",40,63.1764405058721,6083
"315","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",50,59.8618354788637,6083
"316","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",60,57.3568928139991,6083
"317","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",70,55.6616125112782,6083
"318","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",80,54.775994570701,6083
"319","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",90,54.7000389922675,6083
"320","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","GNNjyhr8","SKQGslHu",100,55.4337457759778,6083
"321","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",10,99.7841225463056,6084
"322","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",20,99.3794506727108,6084
