"","Substance","func","size_class","layer","time","cell_type_general","species","assay","type","media","dose","model_2_values","bmd_id"
"323","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",30,98.879542267105,6084
"324","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",40,98.284397329488,6084
"325","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",50,97.5940158598599,6084
"326","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",60,96.8083978582206,6084
"327","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",70,95.9275433245702,6084
"328","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",80,94.9514522589087,6084
"329","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",90,93.8801246612361,6084
"330","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",100,92.7135605315523,6084
"331","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",10,98.6423395296209,6085
"332","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",20,96.5920381838988,6085
"333","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",30,94.7790547906516,6085
"334","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",40,93.2033893498792,6085
"335","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",50,91.8650418615817,6085
"336","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",60,90.7640123257591,6085
"337","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",70,89.9003007424113,6085
"338","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",80,89.2739071115385,6085
"339","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",90,88.8848314331405,6085
"340","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",100,88.7330737072174,6085
"341","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",10,97.2707914774504,6086
"342","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",20,94.0169617759921,6086
"343","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",30,91.2336257380619,6086
"344","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",40,88.92078336366,6086
"345","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",50,87.0784346527862,6086
"346","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",60,85.7065796054406,6086
"347","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",70,84.8052182216231,6086
"348","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",80,84.3743505013339,6086
"349","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",90,84.4139764445728,6086
"350","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",100,84.9240960513399,6086
"351","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",10,91.5832562347772,6087
"352","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",20,87.9186265633202,6087
"353","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",30,84.7078995720621,6087
"354","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",40,81.9510752610029,6087
"355","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",50,79.6481536301425,6087
"356","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",60,77.799134679481,6087
"357","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",70,76.4040184090184,6087
"358","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",80,75.4628048187546,6087
"359","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",90,74.9754939086897,6087
"360","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","5ROBC8QM",100,74.9420856788237,6087
"361","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",10,100.069054846135,6088
"362","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",20,100.178716823698,6088
"363","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",30,100.17649637809,6088
"364","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",40,100.06239350931,6088
"365","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",50,99.8364082173581,6088
"366","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",60,99.4985405022343,6088
"367","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",70,99.0487903639387,6088
"368","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",80,98.4871578024713,6088
"369","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",90,97.813642817832,6088
"370","eYA4B4iC",NA,"YyZvyFTy",3.5,3,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",100,97.0282454100209,6088
"371","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",10,99.7784467861674,6089
"372","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",20,98.8749037728337,6089
"373","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",30,97.9990255999347,6089
"374","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",40,97.1508122674704,6089
"375","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",50,96.3302637754408,6089
"376","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",60,95.537380123846,6089
"377","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",70,94.7721613126859,6089
"378","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",80,94.0346073419605,6089
"379","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",90,93.3247182116698,6089
"380","eYA4B4iC",NA,"YyZvyFTy",3.5,6,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",100,92.6424939218139,6089
"381","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",10,97.4427764706303,6090
"382","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",20,95.6687797485271,6090
"383","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",30,94.091694270177,6090
"384","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",40,92.7115200355802,6090
"385","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",50,91.5282570447367,6090
"386","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",60,90.5419052976464,6090
"387","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",70,89.7524647943093,6090
"388","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",80,89.1599355347255,6090
"389","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",90,88.764317518895,6090
"390","eYA4B4iC",NA,"YyZvyFTy",3.5,24,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",100,88.5656107468177,6090
"391","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",10,94.3002519303472,6091
"392","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",20,92.4457665895079,6091
"393","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",30,90.7953002390782,6091
"394","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",40,89.3488528790582,6091
"395","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",50,88.1064245094478,6091
"396","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",60,87.0680151302471,6091
"397","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",70,86.233624741456,6091
"398","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",80,85.6032533430746,6091
"399","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",90,85.1769009351028,6091
"400","eYA4B4iC",NA,"YyZvyFTy",3.5,48,"wINVDlE4","w15ouKhY","gAPefpxF","0igg587j","SKQGslHu",100,84.9545675175407,6091
"401","QKZn1yzA",NA,"YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","JS8n0pw8","qlDIDyXU",10,93.1525025359035,7110
"402","QKZn1yzA",NA,"YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","JS8n0pw8","qlDIDyXU",20,85.6035222845182,7110
"403","QKZn1yzA",NA,"YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","JS8n0pw8","qlDIDyXU",30,78.71066622312,7110
"404","QKZn1yzA",NA,"YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","JS8n0pw8","qlDIDyXU",40,72.473934351709,7110
"405","QKZn1yzA",NA,"YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","JS8n0pw8","qlDIDyXU",50,66.8933266702851,7110
"406","QKZn1yzA",NA,"YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","JS8n0pw8","qlDIDyXU",60,61.9688431788484,7110
"407","QKZn1yzA",NA,"YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","JS8n0pw8","qlDIDyXU",70,57.7004838773987,7110
"408","QKZn1yzA",NA,"YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","JS8n0pw8","qlDIDyXU",80,54.0882487659363,7110
"409","QKZn1yzA",NA,"YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","JS8n0pw8","qlDIDyXU",90,51.1321378444609,7110
"410","QKZn1yzA",NA,"YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","JS8n0pw8","qlDIDyXU",100,48.8321511129728,7110
"411","QKZn1yzA","yHCehlmr","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","t8x4iOKw","qlDIDyXU",10,99.4266810889559,7111
"412","QKZn1yzA","yHCehlmr","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","t8x4iOKw","qlDIDyXU",20,99.4540473629689,7111
"413","QKZn1yzA","yHCehlmr","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","t8x4iOKw","qlDIDyXU",30,99.492605259818,7111
"414","QKZn1yzA","yHCehlmr","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","t8x4iOKw","qlDIDyXU",40,99.5423547795034,7111
"415","QKZn1yzA","yHCehlmr","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","t8x4iOKw","qlDIDyXU",50,99.603295922025,7111
"416","QKZn1yzA","yHCehlmr","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","t8x4iOKw","qlDIDyXU",60,99.6754286873829,7111
"417","QKZn1yzA","yHCehlmr","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","t8x4iOKw","qlDIDyXU",70,99.758753075577,7111
"418","QKZn1yzA","yHCehlmr","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","t8x4iOKw","qlDIDyXU",80,99.8532690866073,7111
"419","QKZn1yzA","yHCehlmr","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","t8x4iOKw","qlDIDyXU",90,99.9589767204738,7111
"420","QKZn1yzA","yHCehlmr","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","t8x4iOKw","qlDIDyXU",100,100.075875977177,7111
"421","QKZn1yzA","G4AyLuoO","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","nTfAazPW","qlDIDyXU",10,99.846360237116,7112
"422","QKZn1yzA","G4AyLuoO","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","nTfAazPW","qlDIDyXU",20,99.9415724312854,7112
"423","QKZn1yzA","G4AyLuoO","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","nTfAazPW","qlDIDyXU",30,100.016616554659,7112
"424","QKZn1yzA","G4AyLuoO","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","nTfAazPW","qlDIDyXU",40,100.071492607238,7112
"425","QKZn1yzA","G4AyLuoO","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","nTfAazPW","qlDIDyXU",50,100.106200589021,7112
"426","QKZn1yzA","G4AyLuoO","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","nTfAazPW","qlDIDyXU",60,100.120740500009,7112
"427","QKZn1yzA","G4AyLuoO","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","nTfAazPW","qlDIDyXU",70,100.115112340201,7112
"428","QKZn1yzA","G4AyLuoO","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","nTfAazPW","qlDIDyXU",80,100.089316109598,7112
"429","QKZn1yzA","G4AyLuoO","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","nTfAazPW","qlDIDyXU",90,100.043351808199,7112
"430","QKZn1yzA","G4AyLuoO","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","nTfAazPW","qlDIDyXU",100,99.9772194360052,7112
"431","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",10,87.0618792244672,7113
"432","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",20,67.9369579327064,7113
"433","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",30,51.2641629493007,7113
"434","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",40,37.0434942742501,7113
"435","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",50,25.2749519075546,7113
"436","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",60,15.9585358492142,7113
"437","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",70,9.09424609922887,7113
"438","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",80,4.68208265759868,7113
"439","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",90,2.72204552432356,7113
"440","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",100,3.21413469940353,7113
"441","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",10,99.6929098701491,7114
"442","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",20,99.715649809863,7114
"443","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",30,99.7425566679064,7114
"444","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",40,99.7736304442791,7114
"445","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",50,99.8088711389813,7114
"446","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",60,99.8482787520129,7114
"447","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",70,99.8918532833739,7114
"448","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",80,99.9395947330643,7114
"449","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",90,99.9915031010841,7114
"450","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",100,100.047578387433,7114
"451","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",10,98.4818181817921,8030
"452","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",20,92.7949999992848,8030
"453","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",30,87.3703030284632,8030
"454","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",40,82.2077272693273,8030
"455","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",50,77.307272721877,8030
"456","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",60,72.6689393861123,8030
"457","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",70,68.2927272620333,8030
"458","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",80,64.1786363496399,8030
"459","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",90,60.3266666489322,8030
"460","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",100,56.7368181599102,8030
"461","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",10,101.883090909074,8033
"462","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",20,88.4879999992765,8033
"463","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",30,77.1201818163202,8033
"464","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",40,67.7796363602052,8033
"465","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",50,60.4663636309313,8033
"466","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",60,55.1803636284986,8033
"467","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",70,51.9216363529071,8033
"468","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",80,50.6901818041569,8033
"469","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",90,51.4859999822478,8033
"470","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",100,54.3090908871799,8033
"471","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",10,93.664727272691,8036
"472","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",20,78.1174999992531,8036
"473","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",30,65.0967878768998,8036
"474","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",40,54.602590905631,8036
"475","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",50,46.6349090854467,8036
"476","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",60,41.193742416347,8036
"477","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",70,38.2790908983319,8036
"478","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",80,37.8909545314013,8036
"479","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",90,40.0293333155552,8036
"480","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",100,44.6942272507938,8036
"481","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",10,86.9690909090399,8039
"482","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",20,72.2634999992402,8039
"483","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",30,59.8668484829489,8039
"484","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",40,49.7791363601659,8039
"485","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",50,42.0003636308913,8039
"486","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",60,36.530530295125,8039
